10
36 425
35 42 16
7 21 44
25 38 41
24 38 69
11 15 32
11 14 100
28 40 80
35 36 12
15 30 38
6 27 32
6 26 75
8 37 9
21 34 91
6 23 33
9 40 52
3 7 67
20 35 14
11 35 33
17 31 48
10 25 26
17 18 31
7 17 48
13 21 62
20 37 7
6 29 72
5 19 19
31 39 83
7 23 24
26 30 22
11 42 28
19 21 16
2 3 4
2 17 50
27 38 87
7 14 56
24 32 40
15 35 56
1 22 73
29 36 1
12 14 95
3 14 39
13 31 45
1 39 56
12 35 31
3 28 60
33 35 99
11 29 59
1 23 17
24 30 63
10 27 86
25 40 43
19 38 11
17 25 2
13 14 53
13 30 46
2 6 67
23 33 61
16 40 22
20 30 30
32 38 10
24 37 62
13 33 17
28 29 61
16 38 60
10 20 39
9 42 66
35 41 39
4 28 70
31 34 92
3 12 74
11 25 100
16 17 86
2 39 79
17 42 13
20 22 81
6 20 35
21 22 24
9 27 38
21 26 30
7 20 17
22 41 98
14 26 44
32 35 78
16 36 20
30 35 5
18 30 22
1 19 75
20 25 90
11 17 28
18 38 2
15 34 50
23 24 40
5 26 46
28 39 16
9 16 91
16 33 96
14 18 39
3 26 78
2 40 92
24 39 79
16 25 5
7 29 47
5 14 44
5 12 82
1 20 65
21 23 90
8 42 87
11 40 14
5 41 78
26 43 58
30 36 65
23 29 13
27 39 52
24 41 22
10 39 57
7 37 52
4 16 29
9 15 25
2 22 5
27 41 39
4 39 30
22 31 88
12 27 51
9 28 43
28 35 46
31 42 73
12 41 65
1 29 12
34 37 38
15 28 16
11 36 57
35 40 34
14 35 96
3 33 64
22 28 34
1 13 74
6 32 91
39 43 75
14 23 1
6 28 93
9 34 6
2 37 58
8 19 87
4 13 79
11 24 82
2 25 67
3 6 53
16 37 16
11 33 11
26 37 7
28 31 8
16 22 18
18 37 35
11 34 76
13 39 2
18 33 80
39 41 56
29 30 92
28 33 87
28 34 69
21 35 55
33 40 74
5 15 42
24 42 79
1 8 43
10 37 67
10 15 85
15 21 89
24 35 57
9 23 11
28 30 83
3 15 34
21 32 29
9 13 83
15 31 35
